م. رف,م. مجموعة,م. التصنيف,التصنيف,اسم الكتاب,الجزء,السلسلة,لقب المؤلف,اسم المؤلف,لقب المترجم,اسم المترجم,الناشر,سنة النشر,الطبعة,الرقم العام,الرقم الخاص,تصنيف الكتاب
23,1,13,ج,تفسير رسالة القديس يعقوب الرسول و رسالتا القديس بطرس الرسول,4,التفسير الكتابي الشامل,الأرشيدياكون,ميخائيل مكسى إسكندر,,,مكتبة المحبة,,,12298,227,تفاسير ممتنوعة للعهد الجديد
23,1,14,ج,تفسير رسائل القديس يوحنا الثلاثة و رسالة القديس يهوذا الرسول,2,التفسير الكتابي الشامل,الأرشيدياكون,ميخائيل مكسى إسكندر,,,مكتبة المحبة,,,13423,227,تفاسير ممتنوعة للعهد الجديد
23,1,15,ج,تفسير الرسالة الى رومية,,,الشماس الدكتور,حمدي صادق,,,الكاتدرائية المرقسية بالأسكندرية,,,13419,227,تفاسير ممتنوعة للعهد الجديد
23,1,16,ج,تصالحوا مع الله دراسة في رسالة كورنثوس الثانية,,,القس,منيس عبدالنور,,,,,,13420,227,تفاسير ممتنوعة للعهد الجديد
23,1,17,ج,رسالة بولس الرسول وهو سجين الى أهل فيلبي,,,القس,أنسطاسي شفيق,,,كنيسة الشهيد العظيم مارجرجس بالشاطبي,,,13422,227,تفاسير ممتنوعة للعهد الجديد
23,1,18,ج,رؤيا يوحنا اللآهوتي,,,القس,عبدالمسيح لبيب مرقس,,,كنيسة القديسين الأنبا شنودة والأنبا هيرمينا رمل الأسكندرية,1988,,13424,228,تفاسير ممتنوعة للعهد الجديد
23,1,19,ج,دراسة سفر الرؤيا عن طريق سرج و يحتوي على 50 سؤال  و جواب؟,,,,جورج عبدالنور,,,كنيسة رئيس الملائكة ميخائيل بالظاهر,,,3492,228,تفاسير ممتنوعة للعهد الجديد
23,1,20,ج,الأربعة المخلوقات غير المتجسدين,,,,خدام كنيسة السيدة العذراء بالمعادي,,,كنيسة السيدة العذراء بالمعادي,,,10181,242,تفاسير ممتنوعة للعهد الجديد
23,1,21,ج,الأربعة المخلوقات غير المتجسدين,,,,خدام كنيسة السيدة العذراء بالمعادي,,,كنيسة السيدة العذراء بالمعادي,,,13425,242,تفاسير ممتنوعة للعهد الجديد
24,1,1,أ,(جلافيرا) التعليقات اللامعة على سفر التكوين,,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جورج عوض ابراهيم,مؤسسة القديس أنطونيوس للدراسات الأبائية,2018,3,13110,234,باقة من تفاسير الآباء
24,1,2,أ,شرح سفر التكوين ,2,كنوز مخطوطات البرموس,القديس الأسقف,يوحنا ذهبي الفم,القس,أغسطينوس البرموسي,دير السيدة العذراء البرموس,1999,1,7564,222,باقة من تفاسير الآباء
24,1,3,أ,(جلافيرا) التعليقات اللامعة على أسفار (الخروج- اللاويين - العدد- التثنية),,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جورج عوض ابراهيم,مؤسسة القديس أنطونيوس للدراسات الأبائية,2018,1,14985,222,باقة من تفاسير الآباء
24,1,4,أ,تفسير لسفر اللاويين (المخطوطة رقم 112) بمكتبة جامعة أكسفورد,,,القديس,مارإفرام السرياني,,,,,,1282,222,باقة من تفاسير الآباء
24,1,5,أ,تفسير المزامير (الجزء الأول من 1 الى 70),,,القديس الأسقف,لانثيموس أسقف اورشليم,القس,صموئيل السرياني,دير السيدة العذراء السريان,1988,,12022,220,باقة من تفاسير الآباء
24,1,6,أ,اسحق أو النفس (تفسير رمزي لسفر نشيد الأناشيد كسفر الاتحاد بين السيد المسيح والنفس البشرية),,من تفسير وتأملات الآباء الأولين,القديس,امبروسيوس,الدكتور,جرجس كامل يوسف,كنيسة مارمرقس الرسول والبابا بطرس خاتم الشهداء,1991,1,1315,223,باقة من تفاسير الآباء
24,1,7,أ,تفسير سفر إشعياء (الجزء الثاني من 11 الى 18),,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جوزيف موريس,مؤسسة القديس أنطونيوس للدراسات الأبائية,2020,1,13025,224,باقة من تفاسير الآباء
24,1,8,أ,تفسير سفر إشعياء (الجزء الثالث من 19 الى 30),,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جوزيف موريس,مؤسسة القديس أنطونيوس للدراسات الأبائية,2021,1,13026,224,باقة من تفاسير الآباء
24,1,9,أ,تفسير سفر إشعياء (الجزء الرابع من 31 الى 40),,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جوزيف موريس,مؤسسة القديس أنطونيوس للدراسات الأبائية,2023,1,15419,224,باقة من تفاسير الآباء
24,1,10,أ,شرح سفر هوشع,,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جورج عوض ابراهيم,مؤسسة القديس أنطونيوس للدراسات الأبائية,2020,1,13079,272,باقة من تفاسير الآباء
24,1,11,أ,شرح سفر عاموس,,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جورج عوض ابراهيم,مؤسسة القديس أنطونيوس للدراسات الأبائية,2022,1,13080,272,باقة من تفاسير الآباء
24,1,12,أ,شرح سفر زكريا,,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جورج عوض ابراهيم,مؤسسة القديس أنطونيوس للدراسات الأبائية,2017,1,13024,224,باقة من تفاسير الآباء
24,1,13,أ,تفسير المشرقي للأربعة أناجيل ج2,2,,القس,أبو الفرج,,يوسف منقريوس,,,,12016,220,باقة من تفاسير الآباء
24,1,14,أ,تفسير المشرقي لإنجيل القديس يوحنا,,,العلامة,ابن العبري السرياني,الأرشيدياكون,ميخائيل مكسى إسكندر,مكتبة المحبة,,,11002,226,باقة من تفاسير الآباء
24,1,15,أ,تفسير المشرقي لإنجيل القديس يوحنا,,,القس,أبو الفرج,,,,,,7302,226,باقة من تفاسير الآباء
24,1,16,أ,شرح إنجيل يوحنا,1,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,نصحي عبد الشهيد,مؤسسة القديس أنطونيوس للدراسات الأبائية,2015,1,12874,226,باقة من تفاسير الآباء
24,1,17,أ,شرح إنجيل يوحنا,2,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,نصحي عبد الشهيد,مؤسسة القديس أنطونيوس للدراسات الأبائية,2015,1,12875,226,باقة من تفاسير الآباء
24,1,18,أ,أبلغ الوسائل الى علم الرسائل,,,,ابي اسحق بن أبي الفضل إبن العسّال,,الأباء بديرالشهيد مارمينا مريوط,,1990,1,560,227,باقة من تفاسير الآباء
24,1,19,أ,تفسير رسالة القديس بولس الرسول الى أهل أفسس,,,القديس الأسقف,يوحنا ذهبي الفم,القمص,مرقس داود,كنيسة الشهيد العظيم مارمرقس بشبرا,,,8807,226,باقة من تفاسير الآباء
24,1,20,أ,تفسير رسالة القديس بولس الرسول الى أهل غلاطية,,مدخل الى الانجيل,القديس الأسقف,يوحنا ذهبي الفم,أسقف,الأنبا موسى,مكتبة أسقفية الشباب,,,1244,227,باقة من تفاسير الآباء
24,1,21,أ,تفسير رسالة القديس بولس الرسول الى أهل غلاطية,,مدخل الى الانجيل,القديس الأسقف,يوحنا ذهبي الفم,أسقف,الأنبا موسى,مكتبة أسقفية الشباب,,,8851,227,باقة من تفاسير الآباء
24,1,22,أ,تفسير رسالة القديس بولس الرسول الى أهل غلاطية,,مدخل الى الانجيل,القديس الأسقف,يوحنا ذهبي الفم,أسقف,الأنبا موسى,مكتبة أسقفية الشباب,1999,4,6441,227,باقة من تفاسير الآباء
24,1,23,أ,تفسير سفر رؤيا يوحنا اللآهوتي,,,,ابن كاتب قيصر,القمص,أرمانيوس حبشي,مكتبة المحبة,1994,,5893,228,باقة من تفاسير الآباء
24,1,24,أ,تفسير سفر ميخا,,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جورج عوض ابراهيم,مؤسسة القديس أنطونيوس للدراسات الأبائية,2024,1,16346,224,باقة من تفاسير الآباء
24,1,1,ب,القصد من غموض النبوات,,,القديس,يوحنا ذهبي الفم,دكتور ,جورج فرج اسحق فرج,مؤسسة القديس أنطونيوس للدراسات الأبائية,2017,1,15420,224,باقة من تفاسير الآباء
24,1,2,ب,رؤيا أشعياء,,,القديس,يوحنا ذهبي الفم,دكتور ,جورج فرج اسحق فرج,مؤسسة القديس أنطونيوس للدراسات الأبائية,2016,1,15421,224,باقة من تفاسير الآباء
24,1,3,ب,تفسير سفر يونان,,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جورج عوض ابراهيم,مؤسسة القديس أنطونيوس للدراسات الأبائية,2017,2,13350,224,باقة من تفاسير الآباء
24,1,4,ب,تفسير سفر حجي,,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,جورج عوض ابراهيم,مؤسسة القديس أنطونيوس للدراسات الأبائية,2017,2,13351,224,باقة من تفاسير الآباء
24,1,5,ب,تفسير إنجيل لوقا الجزء الأول,,,القديس البطريرك,البابا كيرلس الأسكندري (عمود الدين),الدكتور,نصحي عبد الشهيد,مؤسسة القديس أنطونيوس للدراسات الأبائية,1990,1,11160,226,باقة من تفاسير الآباء
24,1,6,ب,عظات على رسالة يوحنا الأولى,,,القديس,أغسطينوس,القس,بنيامين مرجان,مكتبة أسقفية الشباب,1992,1,13352,227,باقة من تفاسير الآباء
24,1,1,ج,رسالة القديس أثناسيوس الرسولي في معنى المزامير,,,القديس البطريرك,البابا أثناسيوس الرسولي,,إيريس حبيب المصري,,,,8168,223,باقة من تفاسير الآباء
24,1,2,ج,تفسير سفر زكريا,,,القديس,ديديموس الضرير,,يوسف حبيب,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,8167,224,باقة من تفاسير الآباء
24,1,3,ج,تفسير سفر زكريا,,,القديس,ديديموس الضرير,,يوسف حبيب,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,13149,224,باقة من تفاسير الآباء
25,1,1,أ,مدخل الي الاسفار القانونية الثانية,,سلسلة دراسات كتابية,القس,مرقوريوس الأنبا بيشوي,,,,,,5171,229,تفاسير الاسفار القانونية الثانية
25,1,2,أ,دراسة و تفسير سفر طوبيا,,,القس,يوحنا باقي,,,كنيسة الشهيد العظيم مارمرقس مصر الجديدة,1996,1,4671,229,تفاسير الاسفار القانونية الثانية
25,1,3,أ,دراسة و تفسير سفر طوبيا,,,القس,يوحنا باقي,,,كنيسة الشهيد العظيم مارمرقس مصر الجديدة,1996,1,4672,229,تفاسير الاسفار القانونية الثانية
25,1,4,أ,تفسير سفر طوبيا,,,راهب,راهب من دير البراموس,,,,1996,1,4592,229,تفاسير الاسفار القانونية الثانية
